title,url,category,cooking_time,portion,ingredients,steps,calories,protein,carbs,fat,image_url
Brokoli Keju Goreng ala Sajiku,https://www.dapurumami.com/resep/brokoli-keju-goreng-ala-sajiku,Aneka Resep,0,2,"Potong brokoli kecil-kecil
kira-kira seukuran setengah ruas jempol orang dewasa.
Rebus brokoli dalam air mendidih selama 2 menit. Angkat dan tiriskan. Taburi dengan keju parut
lalu aduk hingga rata.
Larutkan 4 sdm Sajiku Tepung Bumbu Menyerap Minyak Lebih Sedikit dengan air (adonan basah). Sisanya
tuang ke wadah terpisah untuk adonan kering.
Celupkan brokoli ke tepung kering
lalu ke adonan basah.
Goreng dalam minyak panas hingga keemasan.
Angkat dan sajikan.","1. Potong brokoli kecil-kecil, kira-kira seukuran setengah ruas jempol orang dewasa.
2. Rebus brokoli dalam air mendidih selama 2 menit. Angkat dan tiriskan. Taburi dengan keju parut, lalu aduk hingga rata.
3. Larutkan 4 sdm Sajiku Tepung Bumbu Menyerap Minyak Lebih Sedikit dengan air (adonan basah). Sisanya, tuang ke wadah terpisah untuk adonan kering.
4. Celupkan brokoli ke tepung kering, lalu ke adonan basah.
5. Goreng dalam minyak panas hingga keemasan.
6. Angkat dan sajikan.",427.0,6.5,34.0,27.0,https://assets.dapurumami.com/uploads/recipe/brokoli-keju-goreng-ala-sajiku-3f53b6f7d9aeb521bf2d118e870bb761.jpg
Bistik Ayam ala Masako,https://www.dapurumami.com/resep/bistik-ayam-ala-masako,Aneka Resep,30,4,"Adonan Ayam Cincang
Di mangkuk
tambahkan adonan ayam cincang
Masako Rasa Ayam
telur
wortel
dan tepung roti. Aduk hingga semua adonan bistik tercampur rata.
Ambil adonan bistik dan bentuk adonan bulat satu persatu.Tekan adonan bistik agar sedikit lebih gepeng.
Rebus buncis hingga matang
sisihkan.
Panaskan wajan dan masak bistik hingga matang merata di api kecil.
Sajikan dengan buncis.","1. Di mangkuk, tambahkan adonan ayam cincang, Masako Rasa Ayam, telur, wortel, dan tepung roti. Aduk hingga semua adonan bistik tercampur rata.
2. Ambil adonan bistik dan bentuk adonan bulat satu persatu.Tekan adonan bistik agar sedikit lebih gepeng.
3. Rebus buncis hingga matang, sisihkan.
4. Panaskan wajan dan masak bistik hingga matang merata di api kecil.
5. Sajikan dengan buncis.",249.5,23.0,11.8,12.3,https://assets.dapurumami.com/uploads/recipe/bistik-ayam-masako-3179df6eaac258d12cfe30c2d04fb390.jpg
Hamburg Ayam ala Masako,https://www.dapurumami.com/resep/hamburg-ayam-ala-masako,Aneka Resep,30,4,"Campurkan ayam cincang
bawang putih
dan daun bawang di dalam mangkuk.
Tambahkan Masako Rasa Ayam dan aduk adonan ayam cincang hingga tercampur rata.
Bagi adonan ayam menjadi lima untuk menu meal prep. Menu meal prep untuk kebutuhan 5 hari masak. Meal prep ayam cincang siap di simpan di dalam freezer.
Ambil adonan secukupnya
bentuk bulat pipih menyerupai patty hamburg. Pastikan ukurannya sama agar matang merata.
Panaskan sedikit minyak dalam wajan anti lengket. Masak patty ayam dengan api sedang hingga kedua sisinya berwarna keemasan dan matang sempurna di dalam.
Setelah matang
sajikan patty di piring
Lengkapi dengan kentang goreng dan sayuran rebus.","1. Campurkan ayam cincang, bawang putih, dan daun bawang di dalam mangkuk.
2. Tambahkan Masako Rasa Ayam dan aduk adonan ayam cincang hingga tercampur rata.
3. Bagi adonan ayam menjadi lima untuk menu meal prep. Menu meal prep untuk kebutuhan 5 hari masak. Meal prep ayam cincang siap di simpan di dalam freezer.
4. Ambil adonan secukupnya, bentuk bulat pipih menyerupai patty hamburg. Pastikan ukurannya sama agar matang merata.
5. Panaskan sedikit minyak dalam wajan anti lengket. Masak patty ayam dengan api sedang hingga kedua sisinya berwarna keemasan dan matang sempurna di dalam.
6. Setelah matang, sajikan patty di piring, Lengkapi dengan kentang goreng dan sayuran rebus.",249.5,23.0,11.8,11.8,https://assets.dapurumami.com/uploads/recipe/hamburg-ayam-ala-masako-dcba9d48211921a87013a787be700026.jpg
Tumis Daging Pedas ala Korea,https://www.dapurumami.com/resep/tumis-daging-pedas-ala-korea,Aneka Resep,30,4,"Bumbu Marinasi
Bahan Tumisan
Bahan Veggie Wrap
Bahan Pelengkap
Marinasi daging: Siapkan wadah berisi daging
lalu masukkan Sajiku Nasi Goreng Super Pedas
dan minyak wijen. Aduk hingga rata marinasi selama 15 menit.
Panaskan minyak
masukkan daging tumis hingga setengah matang lalu masukkan bawang bombay
daun bawang tumis hingga matang
sisihkan.
Rendam rice paper dengan air di kasih sedikit minyak hingga lembek
sisihkan.
Siapkan rice paper
susun daging dan semua isian lalu gulung
kemudian potong.
Sajikan.","1. Marinasi daging: Siapkan wadah berisi daging, lalu masukkan Sajiku Nasi Goreng Super Pedas, dan minyak wijen. Aduk hingga rata marinasi selama 15 menit.
2. Panaskan minyak, masukkan daging tumis hingga setengah matang lalu masukkan bawang bombay, daun bawang tumis hingga matang, sisihkan.
3. Rendam rice paper dengan air di kasih sedikit minyak hingga lembek, sisihkan.
4. Siapkan rice paper, susun daging dan semua isian lalu gulung, kemudian potong.
5. Sajikan.",311.3,11.0,24.8,11.0,https://assets.dapurumami.com/uploads/recipe/tumis-daging-pedas-ala-korea-085bb4f14c78539571b5f6be3897fba5.jpg
Kripik Kulit Bawang ala Sajiku,https://www.dapurumami.com/resep/kripik-kulit-bawang,Aneka Resep,0,8,"Rebus kulit bawang merah selama 10 menit. Angkat dan tiriskan.
Tuang Sajiku Tepung Bumbu Serbaguna dalam sebuah wadah.
Lumuri kulit bawang yang sudah direbus dengan Sajiku Tepung Bumbu Serbaguna. Setelah itu
celupkan ke dalam air di wadah terpisah
lalu baluri kembali dengan Sajiku Tepung Bumbu Serbaguna. Ulangi langkah ini hingga semua kulit bawang terlapisi.
Kulit bawang yang sudah dilumuri dengan Sajiku Tepung Bumbu Serbaguna siap untuk digoreng.
Goreng ke dalam minyak panas hingga berwarna cokelat keemasan. Angkat dan tiriskan. Lalu sajikan.","1. Rebus kulit bawang merah selama 10 menit. Angkat dan tiriskan.
2. Tuang Sajiku Tepung Bumbu Serbaguna dalam sebuah wadah.
3. Lumuri kulit bawang yang sudah direbus dengan Sajiku Tepung Bumbu Serbaguna. Setelah itu, celupkan ke dalam air di wadah terpisah, lalu baluri kembali dengan Sajiku Tepung Bumbu Serbaguna. Ulangi langkah ini hingga semua kulit bawang terlapisi.
4. Kulit bawang yang sudah dilumuri dengan Sajiku Tepung Bumbu Serbaguna siap untuk digoreng.
5. Goreng ke dalam minyak panas hingga berwarna cokelat keemasan. Angkat dan tiriskan. Lalu sajikan.",152.9,2.5,23.8,6.6,https://assets.dapurumami.com/uploads/recipe/kripik-kulit-bawang-cd52f61f708ee72189e92f3c6424a5b1.jpg
Tumis Kulit Buah Naga ala Masako,https://www.dapurumami.com/resep/tumis-kulit-buah-naga,Aneka Resep,0,3,"Kupas buah naga dan pisahkan kulit dari dagingnya. Iris memanjang kulit buah naga.
Kukus selama 1,5 menit. Angkat sisihkan.
Panaskan minyak
tumis bawang putih dan bombai hingga harum. Tambahkan tempe
air
Masako Rasa Sapi
dan kecap inggris. Aduk hingga meresap.
Tambahkan kulit buah naga. Aduk rata lagi.
Masukan buncis
dan cabai hijau. Masak hingga matang. Tambahkan larutan maizena. Aduk rata hingga meresap.
Sajikan.","1. Kupas buah naga dan pisahkan kulit dari dagingnya. Iris memanjang kulit buah naga.
2. Kukus selama 1,5 menit. Angkat sisihkan.
3. Panaskan minyak, tumis bawang putih dan bombai hingga harum. Tambahkan tempe, air, Masako Rasa Sapi, dan kecap inggris. Aduk hingga meresap.
4. Tambahkan kulit buah naga. Aduk rata lagi.
5. Masukan buncis, dan cabai hijau. Masak hingga matang. Tambahkan larutan maizena. Aduk rata hingga meresap.
6. Sajikan.",272.7,15.7,20.3,16.0,https://assets.dapurumami.com/uploads/recipe/tumis-kulit-buah-naga-bf9753f22726162233577cc1c274c9c4.jpg
Dendeng Lambok ala Masako,https://www.dapurumami.com/resep/dendeng-lambok-ala-masako,Aneka Resep,45,4,"Bahan Rebus
Bahan Sambal
Merebus daging: Siapkan panci
masukkan semua bahan rebusan beserta Masako Rasa Sapi
lalu rebus daging hingga matang. Angkat dan sisihkan.
Menggeprek daging: pipihkan daging hingga tipis
lalu goreng hingga agak kering. Angkat dan tiriskan.
Menghaluskan bumbu: masukkan cabai merah besar
bawang merah
dan minyak ke dalam blender
lalu haluskan dan sisihkan.
Panaskan minyak
lalu tumis bumbu hingga matang dan layu. Tambahkan tomat
daun jeruk
Masako Rasa Sapi
gula pasir
dan air asam jawa. Aduk hingga semua bahan tercampur rata
kemudian masukkan daging dan aduk hingga merata.
Sajikan.","1. Merebus daging: Siapkan panci, masukkan semua bahan rebusan beserta Masako Rasa Sapi, lalu rebus daging hingga matang. Angkat dan sisihkan.
2. Menggeprek daging: pipihkan daging hingga tipis, lalu goreng hingga agak kering. Angkat dan tiriskan.
3. Menghaluskan bumbu: masukkan cabai merah besar, bawang merah, dan minyak ke dalam blender, lalu haluskan dan sisihkan.
4. Panaskan minyak, lalu tumis bumbu hingga matang dan layu. Tambahkan tomat, daun jeruk, Masako Rasa Sapi, gula pasir, dan air asam jawa. Aduk hingga semua bahan tercampur rata, kemudian masukkan daging dan aduk hingga merata.
5. Sajikan.",848.5,72.3,25.5,55.8,https://assets.dapurumami.com/uploads/recipe/dendeng-lambok-ala-masako-37c8e9321ab5673f71c032381a49ebb1.webp
Sup Bola Ayam ala Masako,https://www.dapurumami.com/resep/sup-bola-ayam-ala-masako,Aneka Resep,30,4,"Adonan Ayam Cincang
Bahan Kuah Sup
TIPS
Tumis bawang putih
lalu masukan kedalam air mendidih dan tambahkan jagung
lada
dan Masako Rasa Ayam.
Bentuk adonan ayam cincang Masako menjadi bola bola.
Masukan bola-bola ayam
kentang
dan seledri ke dalam kuah sup.
Masak hingga semua bahan matang di api sedang.
Sajikan.","1. Tumis bawang putih, lalu masukan kedalam air mendidih dan tambahkan jagung, lada, dan Masako Rasa Ayam.
2. Bentuk adonan ayam cincang Masako menjadi bola bola.
3. Masukan bola-bola ayam, kentang, dan seledri ke dalam kuah sup.
4. Masak hingga semua bahan matang di api sedang.
5. Sajikan.",342.0,35.8,7.8,18.5,https://assets.dapurumami.com/uploads/recipe/sup-bola-ayam-ala-masako-58a6a13888b3c7c8208b8565c27e6a0c.jpg
Perkedel Ayam ala Masako,https://www.dapurumami.com/resep/perkedel-ayam-ala-masako,Aneka Resep,30,4,"Adonan Ayam Cincang
Haluskan kentang rebus dengan garpu atau blender hingga menjadi halus.
Campurkan kentang dan adonan ayam cincang Masako.
Tambahkan telur ke dalam adonan perkedel. Aduk rata hingga tercampur.
Ambil adonan perkedel dengan sendok dan goreng dalam minyak panas hingga berwarna keemasan. Angkat dan tiriskan.
Sajikan.","1. Haluskan kentang rebus dengan garpu atau blender hingga menjadi halus.
2. Campurkan kentang dan adonan ayam cincang Masako.
3. Tambahkan telur ke dalam adonan perkedel. Aduk rata hingga tercampur.
4. Ambil adonan perkedel dengan sendok dan goreng dalam minyak panas hingga berwarna keemasan. Angkat dan tiriskan.
5. Sajikan.",313.8,127.3,148.8,131.5,https://assets.dapurumami.com/uploads/recipe/perkedel-ayam-ala-masako-472674e287caefe3260361bcc8d022a6.jpg
Nasi Selimut ala Masako,https://www.dapurumami.com/resep/nasi-selimut-ala-masako,Aneka Resep,30,4,"Rebus wortel
jagung
brokoli (selama 1:15 menit).
Panaskan wajan dan panaskan minyak. Tumis ayam
tambahkan nasi
dan aduk hingga rata.
Tambahkan wortel
jagung
brokoli dan 2 sdm Masako Rasa Ayam. Aduk hingga rata.
Sisihkan nasi
kocok telur dan tambahkan ½ sdm Masako Rasa Ayam. Aduk hingga rata.
Tuang telur ke wajan hingga matang dan tambahkan nasi goreng beserta sayuran.
Lipat telur hingga menutupi nasi. Sajikan.","1. Rebus wortel, jagung, brokoli (selama 1:15 menit).
2. Panaskan wajan dan panaskan minyak. Tumis ayam, tambahkan nasi, dan aduk hingga rata.
3. Tambahkan wortel, jagung, brokoli dan 2 sdm Masako Rasa Ayam. Aduk hingga rata.
4. Sisihkan nasi, kocok telur dan tambahkan ½ sdm Masako Rasa Ayam. Aduk hingga rata.
5. Tuang telur ke wajan hingga matang dan tambahkan nasi goreng beserta sayuran.
6. Lipat telur hingga menutupi nasi. Sajikan.",201.5,14.3,15.8,7.8,https://assets.dapurumami.com/uploads/recipe/nasi-selimut-ala-masako-9040a8a03fd29dcad104fb21037ad1bc.jpg
Tumis Batang Kembang Kol ala AJI-NO-MOTO,https://www.dapurumami.com/resep/tumis-batang-kembang-kol,Aneka Resep,20,3,"Potong kembang kol
pisahkan antara batang dan bunganya. Cincang batang kembang kol menjadi potongan kecil
lalu rendam dalam air garam selama 30 menit.
Lalu
rebus batang kol selama 20 menit. Angkat dan sisihkan.
Panaskan minyak
tumis bawang putih hingga harum
masukkan jamur
dan dada ayam. Masak hingga ayam berubah warna.
Masukkan kembang dan batang kol
tambahkan cabai
air
AJI-NO-MOTO
dan SAORI Saus Tiram
aduk rata
lalu masukan larutan maizena. Masak hingga mengental.
Angkat dan sajikan.","1. Potong kembang kol, pisahkan antara batang dan bunganya. Cincang batang kembang kol menjadi potongan kecil, lalu rendam dalam air garam selama 30 menit.
2. Lalu, rebus batang kol selama 20 menit. Angkat dan sisihkan.
3. Panaskan minyak, tumis bawang putih hingga harum, masukkan jamur, dan dada ayam. Masak hingga ayam berubah warna.
4. Masukkan kembang dan batang kol, tambahkan cabai, air, AJI-NO-MOTO, dan SAORI Saus Tiram, aduk rata, lalu masukan larutan maizena. Masak hingga mengental.
5. Angkat dan sajikan.",261.0,17.7,4.7,19.3,https://assets.dapurumami.com/uploads/recipe/tumis-batang-kembang-kol-12a4ea516489458e631eeb7510654bad.jpg
Jumeokbap Mayo ala Mayumi,https://www.dapurumami.com/resep/jumeokbap-mayo-ala-mayumi,Aneka Resep,45,4,"Tumis Ayam
Siapkan ayam di talenan lalu potong ayam menjadi dadu kecil
sisihkan.
Panaskan minyak
lalu tumis ayam dengan garam dan lada hingga matang. Angkat dan sisihkan.
Siapkan mangkuk
lalu tuang nasi panas
ayam
dan wortel. Tambahkan Mayumi Pedas
minyak wijen
dan wijen sangrai
lalu aduk rata. Terakhir
taburi dengan nori.
Bentuk bulat jumeokbap dan tambahkan nori tabur di atasnya.
Sajikan.","1. Siapkan ayam di talenan lalu potong ayam menjadi dadu kecil, sisihkan.
2. Panaskan minyak, lalu tumis ayam dengan garam dan lada hingga matang. Angkat dan sisihkan.
3. Siapkan mangkuk, lalu tuang nasi panas, ayam, dan wortel. Tambahkan Mayumi Pedas, minyak wijen, dan wijen sangrai, lalu aduk rata. Terakhir, taburi dengan nori.
4. Bentuk bulat jumeokbap dan tambahkan nori tabur di atasnya.
5. Sajikan.",235.0,5.0,22.5,12.5,https://assets.dapurumami.com/uploads/recipe/jumeokbap-mayo-ala-mayumi-faf70bfd5c7f69530ddeb2776f528911.jpg
Fruit Sando ala Mayumi,https://www.dapurumami.com/resep/fruit-sando-ala-mayumi,Aneka Resep,30,4,"Potong jeruk
kiwi
dan stroberi sesuai dengan yang diinginkan. Sisihkan.
Membuat whipping cream: Siapkan wadah
tuang whipping cream ke dalamnya
lalu kocok menggunakan whisk hingga mengembang. Setelah itu
sisihkan.
Siapkan roti
lalu tuang whipping cream dan ratakan di kedua sisinya. Setelah itu
tambahkan potongan buah di atasnya.
Tuang Mayumi Saus Salad Buah di atas buah sebagai layer
lalu tutup dengan selembar roti lainnya. Bungkus dengan plastic wrap
kemudian simpan di dalam kulkas selama 15 menit.
Sajikan.","1. Potong jeruk, kiwi, dan stroberi sesuai dengan yang diinginkan. Sisihkan.
2. Membuat whipping cream: Siapkan wadah, tuang whipping cream ke dalamnya, lalu kocok menggunakan whisk hingga mengembang. Setelah itu, sisihkan.
3. Siapkan roti, lalu tuang whipping cream dan ratakan di kedua sisinya. Setelah itu, tambahkan potongan buah di atasnya.
4. Tuang Mayumi Saus Salad Buah di atas buah sebagai layer, lalu tutup dengan selembar roti lainnya. Bungkus dengan plastic wrap, kemudian simpan di dalam kulkas selama 15 menit.
5. Sajikan.",335.0,3.0,25.0,24.8,https://assets.dapurumami.com/uploads/recipe/fruit-sando-ala-mayumi-e701ae84680fd4ee7b2451fb04d4485e.jpg
Nasi Goreng Cakalang Pedas ala Sajiku,https://www.dapurumami.com/resep/nasi-goreng-cakalang-pedas,Aneka Resep,30,2,"Di dalam 1 pan
goreng cakalang ketika sudah matang kemudian disisihkan di pinggir pan
lalu di area sisa pakai untuk menggoreng telur.
Masukkan cabai
lalu tumis hingga layu. Tambahkan nasi
kemudian aduk dan masak hingga nasi panas serta tercampur merata.
Masukkan Sajiku Bumbu Nasi Goreng Super Pedas 20 gr sedikit demi sedikit sambil ditumis agar bumbu merata.
Cek kematangan: warna cokelat merata dan sesuaikan rasa. Pastikan semua bahan matang sempurna sebelum mematikan api.
Angkat dan sajikan selagi panas (sebaiknya disajikan dalam waktu maksimal 10 menit setelah diangkat).","1. Di dalam 1 pan, goreng cakalang ketika sudah matang kemudian disisihkan di pinggir pan, lalu di area sisa pakai untuk menggoreng telur.
2. Masukkan cabai, lalu tumis hingga layu. Tambahkan nasi, kemudian aduk dan masak hingga nasi panas serta tercampur merata.
3. Masukkan Sajiku Bumbu Nasi Goreng Super Pedas 20 gr sedikit demi sedikit sambil ditumis agar bumbu merata.
4. Cek kematangan: warna cokelat merata dan sesuaikan rasa. Pastikan semua bahan matang sempurna sebelum mematikan api.
5. Angkat dan sajikan selagi panas (sebaiknya disajikan dalam waktu maksimal 10 menit setelah diangkat).",307.5,16.5,42.0,15.5,https://assets.dapurumami.com/uploads/recipe/nasi-goreng-cakalang-1a38a33c9172e192832dd5da026079b7.jpg
Ayam Goreng Daun Jeruk ala AJINOMOTO Terasi Udang,https://www.dapurumami.com/resep/ayam-goreng-daun-jeruk,Aneka Resep,30,3,"Bahan Marinasi Ayam
Bahan Lapisang Tepung
Siapkan 5 potong ayam.
Siapkan bumbu basah: 2 sachet AJINOMOTO Terasi Udang
1 siung Bawang Putih
4 lembar Daun Jeruk
1 sdm Tepung Maizena
1 butir Telur Ayam.
Aduk hingga rata.
Siapkan bumbu kering: 3 sdm Tepung Tapioka
¼ Baking Powder
1 sdm Tepung Terigu. Aduk hingga rata. Masukkan potongan ayam ke bumbu kering.
Goreng daun jeruk dan ayam di api yang sedang.
Angkat dan sajikan.","1. Siapkan 5 potong ayam.
2. Siapkan bumbu basah: 2 sachet AJINOMOTO Terasi Udang, 1 siung Bawang Putih, 4 lembar Daun Jeruk, 1 sdm Tepung Maizena, 1 butir Telur Ayam.
3. Aduk hingga rata.
4. Siapkan bumbu kering: 3 sdm Tepung Tapioka, ¼ Baking Powder, 1 sdm Tepung Terigu. Aduk hingga rata. Masukkan potongan ayam ke bumbu kering.
5. Goreng daun jeruk dan ayam di api yang sedang.
6. Angkat dan sajikan.",153.0,5.7,9.0,10.7,https://assets.dapurumami.com/uploads/recipe/ayam-goreng-daun-jeruk-98eb1be6b188c8b4e15807849bb1cb28.jpg
Creamy Mayo Spaghetti ala Mayumi,https://www.dapurumami.com/resep/creamy-mayo-spaghetti,Aneka Resep,0,3,"Topping (cincang bersamaan)
Rebus spaghetti hingga kematangan yang diinginkan. Angkat
tiriskan
lalu sisihkan.
Dalam wajan
tumis daging giling hingga berubah warna. Tambahkan bawang bombai
tumis hingga transparan. Bumbui dengan garam
merica
dan chili flakes.
Tambahkan Mayumi Original dan mentega. Masak sambil diaduk rata hingga mentega leleh.
Masukkan pasta
keju parmesan
dan air rebusan pasta. Matikan api.
Masih dalam panci
masukkan topping
aduk rata.
Tuang spaghetti di atas piring saji. Sajikan segera.","1. Rebus spaghetti hingga kematangan yang diinginkan. Angkat, tiriskan, lalu sisihkan.
2. Dalam wajan, tumis daging giling hingga berubah warna. Tambahkan bawang bombai, tumis hingga transparan. Bumbui dengan garam, merica, dan chili flakes.
3. Tambahkan Mayumi Original dan mentega. Masak sambil diaduk rata hingga mentega leleh.
4. Masukkan pasta, keju parmesan, dan air rebusan pasta. Matikan api.
5. Masih dalam panci, masukkan topping, aduk rata.
6. Tuang spaghetti di atas piring saji. Sajikan segera.",,,,,https://assets.dapurumami.com/uploads/recipe/creamy-mayo-spaghetti-43d8ced314428712875b5f92ee0460c4.jpg
Nugget Sayur ala Masako,https://www.dapurumami.com/resep/nugget-sayur-ala-masako,Aneka Resep,35,4,"Blender kasar brokoli dan wortel. Tambahkan ayam cincang
gula
merica
es batu.
Tambahkan tepung tapioka dan Masako Rasa Ayam
blender hingga rata.
Bentuk adonan seperti bentuk nugget yang diinginkan
lalu celupkan ke dalam larutan tepung terigu yang dicampur air.
Balur adonan nugget ke dalam tepung panir.
Goreng nugget hingga matang kecokelatan dan sajikan. Bisa juga dijadikan stok (simpan dalam kulkas) untuk digoreng esok hari.","1. Blender kasar brokoli dan wortel. Tambahkan ayam cincang, gula, merica, es batu.
2. Tambahkan tepung tapioka dan Masako Rasa Ayam, blender hingga rata.
3. Bentuk adonan seperti bentuk nugget yang diinginkan, lalu celupkan ke dalam larutan tepung terigu yang dicampur air.
4. Balur adonan nugget ke dalam tepung panir.
5. Goreng nugget hingga matang kecokelatan dan sajikan. Bisa juga dijadikan stok (simpan dalam kulkas) untuk digoreng esok hari.",356.5,33.3,19.3,16.0,https://assets.dapurumami.com/uploads/recipe/nugget-sayur-ala-masako-782630813bd1098f185e371bf303c74f.jpg
